Word Id,Word,Pinyin,Pinyin Simplified,Type,Word Category,Word Rarity,Meaning,Sentence,Sentence Pinyin,Sentence Meaning,Added Date,Num_Quiz_Attempt,Num_Correct,Num_Wrong,Last_Quiz
D002164,联合,lián hé,lian2 he2,Verb,Action,Common,To unite or join together for a common purpose.,我们需要联合起来应对挑战。,Wǒmen xūyào liánhé qǐlái yìngduì tiǎozhàn.,We need to unite to face the challenges.,2025-03-19,0,0,0,
D002165,社区,shè qū,she4 qu1,Noun,Place,Common,Community,这个社区的居民都很友好。,Zhège shèqū de jūmín dōu hěn yǒuhǎo.,The residents of this community are very friendly.,2025-03-19,0,0,0,
D002166,举办,jǔ bàn,ju3 ban4,Verb,Action,Common,To organize or hold an event.,学校计划下个月举办运动会。,Xuéxiào jìhuà xià gè yuè jǔbàn yùndònghuì.,The school plans to hold a sports meeting next month.,2025-03-19,0,0,0,
D002167,讲座,jiǎng zuò,jiang3 zuo4,Noun,Education,Common,Lecture or seminar,我昨天参加了一场关于环保的讲座。,Wǒ zuótiān cānjiāle yī chǎng guānyú huánbǎo de jiǎngzuò.,I attended a lecture on environmental protection yesterday.,2025-03-19,0,0,0,
D002168,信,xìn,xin4,Noun,Communication,Common,Letter,我给朋友写了一封信。,Wǒ gěi péngyǒu xiěle yī fēng xìn.,I wrote a letter to my friend.,2025-03-19,0,0,0,
D002169,信,xìn,xin4,Noun,Belief,Common,Faith or belief,他对宗教有很深的信。,Tā duì zōngjiào yǒu hěn shēn de xìn.,He has a deep faith in religion.,2025-03-19,0,0,0,
D002170,信箱,xìnxiāng,xin4 xiang1,Noun,Object,Common,Mailbox,我每天早上检查信箱。,Wǒ měitiān zǎoshang jiǎnchá xìnxiāng.,I check the mailbox every morning.,2025-03-19,0,0,0,
D002171,写,xiě,xie3,Verb,Action,Common,To write,我每天都会写日记。,Wǒ měitiān dūhuì xiě rìjì.,I write a diary every day.,2025-03-19,0,0,0,
D002172,日记,rì jì,ri4 ji4,Noun,Daily Life,Common,Diary,她每天都在日记里记录自己的生活。,Tā měitiān dōu zài rìjì lǐ jìlù zìjǐ de shēnghuó.,She writes about her life in her diary every day.,2025-03-19,0,0,0,
D002173,过期,guò qī,guo4 qi1,Verb,Time,Common,To expire or to pass its due date.,牛奶过期了，不能喝了。,"Niúnǎi guòqī le, bùnéng hē le.",The milk has expired and can't be drunk.,2025-03-19,0,0,0,
D002175,继承,jì chéng,ji4 cheng2,Verb,Law,Common,"To inherit property, titles, or rights from a predecessor.",他继承了父亲的财产。,Tā jìchéngle fùqīn de cáichǎn.,He inherited his father's property.,2025-03-19,1,0,1,2025-06-21
D002176,承认,chéng rèn,cheng2 ren4,Verb,Communication,Common,To acknowledge or admit to the truth or existence of something.,他终于承认了自己的错误。,Tā zhōngyú chéngrènle zìjǐ de cuòwù.,He finally admitted his mistake.,2025-03-19,0,0,0,
D002177,承认,chéng rèn,cheng2 ren4,Verb,Communication,Common,To recognize the validity or legality of something.,这个国家承认了新政府。,Zhège guójiā chéngrènle xīn zhèngfǔ.,The country recognized the new government.,2025-03-19,0,0,0,
D002178,财产,cái chǎn,cai2 chan3,Noun,Economics,Common,Property; assets owned by an individual or entity.,他将所有财产留给了他的孩子。,Tā jiāng suǒyǒu cáichǎn liúgěi le tā de háizi.,He left all his property to his children.,2025-03-19,0,0,0,
D002179,产品,chǎnpǐn,chan3pin3,Noun,Business,Common,Product,这家公司生产高质量的产品。,Zhè jiā gōngsī shēngchǎn gāo zhìliàng de chǎnpǐn.,This company produces high-quality products.,2025-03-19,0,0,0,
D002180,约,yuē,yue1,Verb,Communication,Common,To make an appointment or to arrange a meeting.,我们约好了明天见面。,Wǒmen yuē hǎo le míngtiān jiànmiàn.,We have arranged to meet tomorrow.,2025-03-19,0,0,0,
D002181,打坏,dǎ huài,da3 huai4,Verb,Action,Common,To break or damage something,他不小心把花瓶打坏了。,Tā bù xiǎoxīn bǎ huāpíng dǎhuài le.,He accidentally broke the vase.,2025-03-19,0,0,0,
D002182,机会,jīhuì,ji1hui4,Noun,Opportunity,Common,Opportunity or chance to do something,我得到了一个出国留学的机会,Wǒ dédàole yīgè chūguó liúxué de jīhuì.,I got an opportunity to study abroad.,2025-03-19,0,0,0,
D002183,简介,jiǎn jiè,jian3 jie4,Noun,Information,Common,A brief introduction or summary.,这本书的简介让我对内容产生了兴趣。,Zhè běn shū de jiǎnjiè ràng wǒ duì nèiróng chǎnshēngle xìngqù.,The book's summary piqued my interest in its content.,2025-03-19,0,0,0,
D002184,满足,mǎn zú,man3 zu2,Verb,Emotion,Common,To be satisfied or content with something.,他对现在的生活感到非常满足。,Tā duì xiànzài de shēnghuó gǎndào fēicháng mǎnzú.,He feels very satisfied with his current life.,2025-03-19,0,0,0,
D002185,为主,wèi zhǔ,wei2 zhu3,Verb,Concept,Common,To give priority to or consider as the main factor.,他在工作中以效率为主。,Tā zài gōngzuò zhōng yǐ xiàolǜ wéi zhǔ.,He prioritizes efficiency in his work.,2025-03-19,0,0,0,
D002186,不如,bù rú,bu4 ru2,Verb,Contrast,Common,Not as good as; to be inferior to something else in comparison.,他跑得不如我快。,Tā pǎo de bùrú wǒ kuài.,He doesn't run as fast as I do.,2025-03-19,0,0,0,
D002187,得到,dé dào,de2 dao4,Verb,Action,Common,To obtain or receive something that was sought or desired.,他努力了很久，终于得到了他想要的结果。,"Tā nǔlì le hěn jiǔ, zhōngyú dédào le tā xiǎng yào de jiéguǒ.",He worked hard for a long time and finally got the result he wanted.,2025-04-13,0,0,0,
D002188,记录,jì lù,ji4 lu4,Noun/Verb,Information,Common,Record; to write down or capture information for future reference,我每天都会记录我的想法。,Wǒ měitiān dūhuì jìlù wǒ de xiǎngfǎ.,I record my thoughts every day.,2025-04-13,0,0,0,
D002189,生意,shēngyi,sheng1 yi4,Noun,Business,Common,Business or trade; the activity of buying and selling goods and services,他在上海做生意。,Tā zài Shànghǎi zuò shēngyi.,He does business in Shanghai.,2025-05-08,0,0,0,
D002190,调停,tiáotíng,tiao2 ting2,Verb,Mediation,Rare,To mediate or reconcile; to act as a go-between to resolve disputes,他被选为调停双方争端的代表。,Tā bèi xuǎn wèi tiáotíng shuāngfāng zhēngduān de dàibiǎo.,He was chosen as the mediator for the dispute between the two parties.,2025-05-08,0,0,0,
D002194,进步,jìnbù,jin4bu4,Verb,Progress,Common,To make progress or advance in a certain area.,他的中文水平有了很大进步。,Tā de zhōngwén shuǐpíng yǒule hěn dà jìnbù.,His Chinese proficiency has greatly improved.,2025-05-08,0,0,0,
D002195,进步,jìnbù,jin4bu4,Noun,Progress,Common,The state of making progress or advancement.,科技的进步让生活更方便。,Kējì de jìnbù ràng shēnghuó gèng fāngbiàn.,Technological progress has made life more convenient.,2025-05-08,0,0,0,
D002196,长进,zhǎngjìn,zhang3jin4,Noun,Progress,Rare,"Improvement or growth in skills or knowledge, often noticeable over time.",他在音乐方面有了很大的长进。,Tā zài yīnyuè fāngmiàn yǒule hěn dà de zhǎngjìn.,He has made significant progress in music.,2025-05-08,0,0,0,
D002197,力量,lìliàng,li4liang4,Noun,Intensity,Common,"Strength or power, both physical and metaphorical.",他用尽全力来展示他的力量。,Tā yòng jìn quánlì lái zhǎnshì tā de lìliàng.,He used all his strength to showcase his power.,2025-05-08,0,0,0,
D002199,胡闹,húnào,hu2nao4,Verb,Behavior,Common,To act recklessly or engage in mischievous behavior.,孩子们在课间胡闹。,Háizimen zài kèjiān húnào.,The children are being mischievous during the break.,2025-05-08,0,0,0,
D002200,身份,shēnfèn,shen1fen4,Noun,Identity,Common,"Identity or status of a person, often related to social or professional standing.",请出示您的身份证明。,Qǐng chūshì nín de shēnfèn zhèngmíng.,Please show your identification.,2025-05-08,0,0,0,
D002201,认出,rèn chū,ren4 chu1,Verb,Perception,Common,To recognize or identify someone or something,我在人群中认出了她。,Wǒ zài rénqún zhōng rèn chūle tā.,I recognized her in the crowd.,2025-05-08,0,0,0,
D002202,既然,jì rán,ji4 ran2,Conjunction,Grammar,Common,Since; given that (used to introduce a reason or condition),既然你来了，就一起吃饭吧。,"Jìrán nǐ láile, jiù yīqǐ chīfàn ba.","Since you're here, let's eat together.",2025-05-08,0,0,0,
D002203,相识,xiāng shí,xiang1 shi2,Verb,Relationship,Common,To know each other; to be acquainted,我们在大学的时候相识。,Wǒmen zài dàxué de shíhòu xiāngshí.,We got to know each other in college.,2025-05-08,0,0,0,
D002204,决心,jué xīn,jue2 xin1,Noun,Commitment,Common,Determination; a firm decision to do something,她下定决心要学好中文。,Tā xiàdìng juéxīn yào xuéhǎo zhōngwén.,She is determined to learn Chinese well.,2025-05-08,0,0,0,
D002205,决心,jué xīn,jue2 xin1,Verb,Commitment,Common,To make up one's mind; to resolve,他决心改变自己的生活方式。,Tā juéxīn gǎibiàn zìjǐ de shēnghuó fāngshì.,He resolved to change his lifestyle.,2025-05-08,0,0,0,
D002206,上场,shàng chǎng,shang4 chang3,Verb,Sports,Common,To go on stage or enter the field,运动员准备上场比赛。,Yùndòngyuán zhǔnbèi shàngchǎng bǐsài.,The athletes are ready to enter the field for the match.,2025-05-08,0,0,0,
D002207,谜团,mítuán,mi2 tuan2,Noun,Concept,Rare,A perplexing or complicated situation or problem,他的话让我们的讨论变成了一个谜团。,Tā de huà ràng wǒmen de tǎolùn biànchéngle yīgè mítuán.,His words turned our discussion into a perplexing riddle.,2025-05-08,0,0,0,
D002208,瓜葛,guāgé,gua1 ge2,Noun,Relationship,Rare,"An entangled relationship, often involving complicated connections",他们之间有很多复杂的瓜葛。,Tāmen zhījiān yǒu hěnduō fùzá de guāgé.,There are many complicated entanglements between them.,2025-05-08,0,0,0,
D002209,客人,kèrén,ke4 ren2,Noun,Daily Life,Common,Guest,家里来了许多客人。,Jiālǐ láile xǔduō kèrén.,Many guests have come to the house.,2025-05-08,0,0,0,
D002210,装作,zhuāng zuò,zhuang1 zuo4,Verb,Behavior,Common,To pretend or feign a certain state or emotion.,他装作没听见我们说的话。,Tā zhuāngzuò méi tīngjiàn wǒmen shuō de huà.,He pretended not to hear what we said.,2025-05-08,1,1,0,2025-06-21
D002211,就算,jiù suàn,jiu4 suan4,Conjunction,Expression,Common,Even if; used to introduce a hypothetical situation or condition.,就算你不同意，我也会去做。,"Jiùsuàn nǐ bù tóngyì, wǒ yě huì qù zuò.","Even if you disagree, I will still do it.",2025-05-08,0,0,0,
D002212,洒脱,sǎ tuō,sa3 tuo1,Adjective,Character,Rare,Free and easy; uninhibited in behavior or style.,他做事情总是那么洒脱。,Tā zuò shìqing zǒng shì nàme sǎtuō.,He always does things in such a free and easy manner.,2025-05-08,0,0,0,
D002213,效率,xiào lǜ,xiao4 lv4,Noun,Work,Common,Efficiency; the ability to accomplish a task with the least waste of time and effort.,提高工作效率是我们团队的目标之一。,Tígāo gōngzuò xiàolǜ shì wǒmen tuánduì de mùbiāo zhī yī.,Improving work efficiency is one of our team's goals.,2025-05-08,0,0,0,
D002214,团队,tuánduì,tuan2dui4,Noun,Organization,Common,Team,我们的团队合作无间。,Wǒmen de tuánduì hézuò wújiàn.,Our team works together seamlessly.,2025-05-08,0,0,0,
D002215,作为,zuòwéi,zuo4wei2,Noun,Concept,Common,"Role; the function or position that someone or something has in a situation, organization, society, or relationship",他作为团队的领袖，承担了很多责任。,"Tā zuòwéi tuánduì de lǐngxiù, chéngdānle hěn duō zérèn.","As the leader of the team, he took on many responsibilities.",2025-05-09,0,0,0,
D002216,作为,zuòwéi,zuo4wei2,Verb,Action,Common,To act as; to serve as; to take on a particular role or function,这本书可以作为学习的参考资料。,Zhè běn shū kěyǐ zuòwéi xuéxí de cānkǎo zīliào.,This book can serve as a reference material for study.,2025-05-09,0,0,0,
D002217,承担,chéng dān,cheng2 dan1,Verb,Commitment,Common,To bear or take on responsibility or obligations.,他愿意承担这项任务。,Tā yuànyì chéngdān zhè xiàng rènwù.,He is willing to take on this task.,2025-05-09,0,0,0,
D002219,资料,zī liào,zi1 liao4,Noun,Information,Common,Materials or data that provide information or knowledge.,我需要更多的资料来完成报告。,Wǒ xūyào gèng duō de zīliào lái wánchéng bàogào.,I need more materials to complete the report.,2025-05-09,1,0,1,2025-06-21
D002220,例子,lìzi,li4 zi,Noun,General,Common,Example,他给了我一个具体的例子来解释这个概念。,Tā gěile wǒ yīgè jùtǐ de lìzi lái jiěshì zhège gàiniàn.,He gave me a specific example to explain the concept.,2025-05-09,0,0,0,
D002221,参考,cānkǎo,can1kao3,Verb,General,Common,To reference or refer to something for guidance or information.,这本书可以作为参考。,Zhè běn shū kěyǐ zuòwéi cānkǎo.,This book can be used as a reference.,2025-05-09,0,0,0,
D002222,参考,cānkǎo,can1kao3,Noun,Education,Common,Reference; a source of information or consultation for academic or scholarly purposes.,我写论文时用了很多参考资料。,Wǒ xiě lùnwén shí yòngle hěn duō cānkǎo zīliào.,I used a lot of reference materials when writing my thesis.,2025-05-09,0,0,0,
D002223,野餐,yěcān,ye3can1,Noun,Food,Common,Picnic,我们周末计划去公园野餐。,Wǒmen zhōumò jìhuà qù gōngyuán yěcān.,We plan to have a picnic in the park this weekend.,2025-05-11,0,0,0,
D002224,拍,pāi,pai1,Verb,Action,Common,To take photos or record videos,他喜欢用手机拍风景照。,Tā xǐhuān yòng shǒujī pāi fēngjǐngzhào.,He likes to take landscape photos with his phone.,2025-05-11,0,0,0,
D002225,拍,pāi,pai1,Verb,Action,Common,To clap or pat,孩子们在表演结束时热烈地拍手。,Háizimen zài biǎoyǎn jiéshù shí rèliè de pāishǒu.,The children clapped enthusiastically at the end of the performance.,2025-05-11,0,0,0,
D002226,心疼,xīnténg,xin1teng2,Verb,Emotion,Common,"To feel distressed or sorry for someone, often out of love or empathy",她看到孩子生病了，心里很心疼。,"Tā kàndào háizi shēngbìng le, xīnlǐ hěn xīnténg.",She felt distressed seeing her child sick.,2025-05-11,0,0,0,
D002227,突如,tū rú,tu1 ru2,Verb,Change,Common,To appear suddenly without warning.,问题突如其来，我们都措手不及。,"Wèntí tū rú qí lái, wǒmen dōu cuò shǒu bù jí.","The problem appeared suddenly, catching us off guard.",2025-05-11,0,0,0,
D002228,简讯,jiǎn xùn,jian3 xun4,Noun,Communication,Common,Short message or text message.,我给你发了一个简讯。,Wǒ gěi nǐ fā le yī ge jiǎn xùn.,I sent you a text message.,2025-05-11,0,0,0,
D002229,措手不及,cuò shǒu bù jí,cuo4 shou3 bu4 ji2,Idiom,Expression,Rare,To be caught off guard; unprepared for something sudden.,他的问题让我措手不及。,Tā de wèntí ràng wǒ cuò shǒu bù jí.,His question caught me off guard.,2025-05-11,0,0,0,
D002230,楞住,lèng zhù,leng4 zhu4,Verb,Action,Rare,"To be stunned or dumbfounded, unable to react.",他被突如其来的消息楞住了。,Tā bèi tūrúqílái de xiāoxi lèngzhùle.,He was stunned by the sudden news.,2025-05-11,0,0,0,
D002231,站,zhàn,zhan4,Verb,Action,Common,To stand.,他在车站等我。,Tā zài chēzhàn děng wǒ.,He is waiting for me at the station.,2025-05-11,0,0,0,
D002232,傻,shǎ,sha3,Adjective,Character,Common,Foolish or silly.,他有时会显得有点傻。,Tā yǒushí huì xiǎnde yǒudiǎn shǎ.,He sometimes seems a bit foolish.,2025-05-11,0,0,0,
D002233,订做,dìngzuò,ding4 zuo4,Verb,Business,Common,To customize or make to order.,我想订做一件礼服。,Wǒ xiǎng dìngzuò yī jiàn lǐfú.,I want to have a dress made to order.,2025-05-11,0,0,0,
D002234,发,fā,fa1,Verb,Communication,Common,"To send (e.g., a message, letter), to distribute, or to emit.",我刚发了一封邮件给你。,Wǒ gāng fāle yī fēng yóujiàn gěi nǐ.,I just sent you an email.,2025-05-11,0,0,0,
D002235,发,fā,fa1,Verb,Emotion,Common,"To express or show (e.g., feelings, emotions).",他发了很大的脾气。,Tā fāle hěn dà de píqì.,He showed a big temper.,2025-05-11,0,0,0,
D002236,嫁衣,jià yī,jia4 yi1,Noun,Wedding,Rare,Wedding dress,她穿上了她的嫁衣，准备走进婚礼殿堂。,"Tā chuān shàng le tā de jiàyī, zhǔnbèi zǒu jìn hūnlǐ diàntáng.","She put on her wedding dress, ready to walk into the wedding hall.",2025-05-11,0,0,0,
D002237,邀请,yāo qǐng,yao1 qing3,Verb,Wedding,Common,To formally ask someone to attend or participate in an event,我邀请你参加我的生日派对。,Wǒ yāoqǐng nǐ cānjiā wǒ de shēngrì pàiduì.,I invite you to attend my birthday party.,2025-05-11,0,0,0,
D002238,见证,jiàn zhèng,jian4 zheng4,Verb,Observation,Common,"To witness an event or change, often implying being present and observing",他见证了公司的成长与变化。,Tā jiànzhèng le gōngsī de chéngzhǎng yǔ biànhuà.,He witnessed the growth and changes of the company.,2025-05-11,0,0,0,
D002239,提醒,tí xǐng,ti2 xing3,Verb,Communication,Common,To remind someone of something they may have forgotten or need to do,请提醒我明天的会议时间。,Qǐng tíxǐng wǒ míngtiān de huìyì shíjiān.,Please remind me of the meeting time tomorrow.,2025-05-11,0,0,0,
D002240,喜帖,xǐ tiě,xi3 tie3,Noun,Wedding,Rare,Wedding invitation card,我收到了她的喜帖，婚礼将在下个月举行。,"Wǒ shōudào le tā de xǐtiě, hūnlǐ jiāng zài xià gè yuè jǔxíng.",I received her wedding invitation card; the wedding will be held next month.,2025-05-11,0,0,0,
D002241,精心,jīng xīn,jing1 xin1,Adjective,Intensity,Common,Meticulously; with great care and attention to detail,他精心准备了这次演讲。,Tā jīngxīn zhǔnbèi le zhè cì yǎnjiǎng.,He meticulously prepared for this speech.,2025-05-11,0,0,0,
D002242,布置,bù zhì,bu4 zhi4,Verb,Wedding,Common,To arrange or set up; to decorate or assign tasks,她负责布置会议室。,Tā fùzé bùzhì huìyì shì.,She is responsible for arranging the meeting room.,2025-05-11,0,0,0,
D002243,成全,chéng quán,cheng2 quan2,Verb,Support,Rare,To help someone achieve their goal or fulfill their wishes,他愿意成全她的梦想。,Tā yuànyì chéngquán tā de mèngxiǎng.,He is willing to help fulfill her dream.,2025-05-11,0,0,0,
D002244,始终,shǐ zhōng,shi3 zhong1,Adverb,Time,Common,From beginning to end; consistently or always,他始终支持她的决定。,Tā shǐzhōng zhīchí tā de juédìng.,He has consistently supported her decision.,2025-05-11,1,1,0,2025-06-21
D002245,疏离,shū lí,shu1 li2,Verb,Separation,Rare,To become alienated or estranged from someone or something.,他们之间的关系变得越来越疏离。,Tāmen zhījiān de guānxì biàn dé yuè lái yuè shūlí.,Their relationship has become increasingly estranged.,2025-05-11,0,0,0,
D002246,握手,wò shǒu,wo4 shou3,Verb,Action,Common,To shake hands.,两位领导在会议结束后握手。,Liǎng wèi lǐngdǎo zài huìyì jiéshù hòu wòshǒu.,The two leaders shook hands after the meeting ended.,2025-05-11,0,0,0,
D002247,寒暄,hán xuān,han2 xuan1,Verb,Communication,Common,To exchange pleasantries or engage in small talk.,他们在门口寒暄了几句。,Tāmen zài ménkǒu hánxuān le jǐ jù.,They exchanged a few pleasantries at the door.,2025-05-11,0,0,0,
D002248,刻意,kè yì,ke4 yi4,Adverb,Intent,Rare,Deliberately or intentionally doing something with a specific purpose in mind.,他刻意避免谈论这个话题。,Tā kèyì bìmiǎn tánlùn zhège huàtí.,He deliberately avoided discussing the topic.,2025-05-11,0,0,0,
D002249,隐瞒,yǐn mán,yin3 man2,Verb,Behavior,Rare,To conceal or hide the truth from someone.,她隐瞒了这个消息。,Tā yǐnmán le zhège xiāoxi.,She concealed this piece of news.,2025-05-11,1,0,1,2025-08-03
D002250,客气,kè qì,ke4 qi4,Adjective,Etiquette,Common,Polite; showing good manners and respect toward others.,他总是对人很客气。,Tā zǒng shì duì rén hěn kèqì.,He is always very polite to people.,2025-05-11,0,0,0,
D002251,温柔,wēn róu,wen1 rou2,Adjective,Emotion,Common,"Gentle and soft in nature, often describing a person's demeanor.",她的声音总是那么温柔。,Tā de shēngyīn zǒng shì nàme wēnróu.,Her voice is always so gentle.,2025-05-11,0,0,0,
D002252,跪地,guì dì,gui4 di4,Verb,Action,Rare,"To kneel on the ground, often as a sign of respect or submission.",他向父亲跪地请罪。,Tā xiàng fùqīn guìdì qǐngzuì.,He knelt on the ground to apologize to his father.,2025-05-11,0,0,0,
D002253,钻戒,zuàn jiè,zuan4 jie4,Noun,Wedding,Common,"Diamond ring, typically associated with engagements or weddings.",他送给她一枚钻戒。,Tā sòng gěi tā yī méi zuànjiè.,He gave her a diamond ring.,2025-05-11,0,0,0,
D002254,缓缓,huǎn huǎn,huan3 huan3,Adverb,Description,Rare,"Slowly and gently, often describing movement or progress.",河水缓缓地流动。,Héshuǐ huǎn huǎn de liúdòng.,The river flows slowly.,2025-05-11,0,0,0,
D002255,戴进,dài jìn,dai4 jin4,Verb,Fashion,Rare,To wear or put on (specifically referring to accessories or items like hats and glasses),她戴进了一副新眼镜。,Tā dài jìn le yī fù xīn yǎnjìng.,She put on a new pair of glasses.,2025-05-11,0,0,0,
D002256,无名指,wú míng zhǐ,wu2 ming2 zhi3,Noun,Body,Common,Ring finger,她把戒指戴在了无名指上。,Tā bǎ jièzhǐ dài zàile wúmíngzhǐ shàng.,She put the ring on her ring finger.,2025-05-11,0,0,0,
D002257,妆扮,zhuāng bàn,zhuang1 ban4,Verb,Fashion,Common,To dress up or make up for a particular occasion or effect,她精心妆扮去参加晚会。,Tā jīngxīn zhuāngbàn qù cānjiā wǎnhuì.,She dressed up carefully to attend the party.,2025-05-11,0,0,0,
D002258,格外,gé wài,ge2 wai4,Adverb,Degree,Common,Especially or particularly; used to emphasize an exceptional degree,今天的月亮格外明亮。,Jīntiān de yuèliàng géwài míngliàng.,The moon is exceptionally bright today.,2025-05-11,0,0,0,
D002259,格外,gé wài,ge2 wai4,Adverb,Intensity,Common,"Extremely or exceedingly, often used to describe emotions or conditions beyond the ordinary",她对这次考试感到格外紧张。,Tā duì zhè cì kǎoshì gǎndào géwài jǐnzhāng.,She felt exceedingly nervous about this exam.,2025-05-11,0,0,0,
D002260,不知不觉,bù zhī bù jué,bu4 zhi1 bu4 jue2,Idiom,Idiom,Common,Unconsciously; without realizing,我不知不觉中就走到了公园。,Wǒ bùzhī bùjué zhōng jiù zǒu dào le gōngyuán.,I unknowingly walked to the park.,2025-05-11,0,0,0,
D002261,钟声,zhōng shēng,zhong1 sheng1,Noun,Sound,Common,The sound of a bell,教堂的钟声响起时，我感到非常宁静。,"Jiàotáng de zhōngshēng xiǎngqǐ shí, wǒ gǎndào fēicháng níngjìng.","When the church bell rang, I felt very peaceful.",2025-05-11,0,0,0,
D002262,响起,xiǎng qǐ,xiang3 qi3,Verb,Sound,Common,To begin to ring or sound,在安静的夜晚，远处的音乐响起。,"Zài ānjìng de yèwǎn, yuǎnchù de yīnyuè xiǎngqǐ.","In the quiet night, music started playing in the distance.",2025-05-11,0,0,0,
D002263,钟,zhōng,zhong1,Noun,Time,Common,Clock,这座钟每天都准时响起。,Zhè zuò zhōng měitiān dōu zhǔnshí xiǎngqǐ.,This clock rings on time every day.,2025-05-11,0,0,0,
D002264,钟,zhōng,zhong1,Noun,Music,Common,Bell,教堂的钟声响彻整个小镇。,Jiàotáng de zhōngshēng xiǎngchè zhěnggè xiǎozhèn.,The sound of the church bell echoes throughout the town.,2025-05-11,0,0,0,
D002265,钟,zhōng,zhong1,Noun,Measure Word,Common,Measure word for time (hour),我们约好了在三小时后见面。,Wǒmen yuēhǎo le zài sān xiǎoshí hòu jiànmiàn.,We agreed to meet in three hours.,2025-05-11,0,0,0,
D002267,命,mìng,ming4,Noun,Philosophy,Common,Life; the force or principle believed to predetermine events.,他相信命运不可改变。,Tā xiāngxìn mìngyùn bùkě gǎibiàn.,He believes that fate cannot be changed.,2025-05-11,0,0,0,
D002268,试,shì,shi4,Verb,Action,Common,To try; to test or attempt.,我想试一下这个游戏。,Wǒ xiǎng shì yīxià zhège yóuxì.,I want to try this game.,2025-05-11,0,0,0,
D002269,衷心,zhōngxīn,zhong1xin1,Adjective,Emotion,Rare,Sincere; heartfelt.,我对你的帮助表示衷心的感谢。,Wǒ duì nǐ de bāngzhù biǎoshì zhōngxīn de gǎnxiè.,I express my sincere gratitude for your help.,2025-05-11,0,0,0,
D002271,游戏,yóu xì,you2 xi4,Noun,Entertainment,Common,Game,我们周末在公园玩游戏。,Wǒmen zhōumò zài gōngyuán wán yóuxì.,We play games in the park on weekends.,2025-05-11,0,0,0,
D002272,游戏,yóu xì,you2 xi4,Verb,Entertainment,Common,To play; engage in activity for enjoyment and recreation rather than a serious or practical purpose.,孩子们喜欢在放学后游戏。,Háizimen xǐhuān zài fàngxué hòu yóuxì.,Children like to play after school.,2025-05-11,0,0,0,
D002273,体面,tǐ miàn,ti3 mian4,Adjective,Description,Common,Dignified in appearance or manner; respectable.,他穿得很体面去参加会议。,Tā chuān dé hěn tǐmiàn qù cānjiā huìyì.,He dressed respectably to attend the meeting.,2025-05-11,0,0,0,
D002274,出息,chū xi,chu1 xi,Noun,Progress,Rare,Prospects or promise of future success; potential.,这个孩子很有出息。,Zhège háizi hěn yǒu chūxī.,This child has great potential.,2025-05-11,0,0,0,
D002275,失陪,shī péi,shi1 pei2,Verb,Etiquette,Rare,To excuse oneself from company or leave a gathering politely.,对不起，我失陪一会儿。,"Duìbùqǐ, wǒ shīpéi yīhuǐ'er.","Sorry, I need to excuse myself for a moment.",2025-05-11,0,0,0,
D002276,离席,lí xí,li2 xi2,Verb,Etiquette,Rare,"To leave one's seat, especially at a formal event or gathering.",他在演讲中途离席了。,Tā zài yǎnjiǎng zhōngtú lí xíle.,He left his seat in the middle of the speech.,2025-05-11,0,0,0,
D002277,偶像,ǒu xiàng,ou3 xiang4,Noun,Entertainment,Common,"Idol; a person or thing that is greatly admired, loved, or revered.",她是我心目中的偶像。,Tā shì wǒ xīnmù zhōng de ǒuxiàng.,She is the idol in my heart.,2025-05-11,0,0,0,
D002278,入戏,rù xì,ru4 xi4,Verb,Entertainment,Rare,To immerse in a role or situation as if it were real; often used in acting or theater.,他演戏时很容易入戏。,Tā yǎnxì shí hěn róngyì rùxì.,He easily immerses in the role when acting.,2025-05-11,0,0,0,
D002279,演,yǎn,yan3,Verb,Entertainment,Common,To perform or act; to play a role in a drama or film.,她在这部电影中演主角。,Tā zài zhè bù diànyǐng zhōng yǎn zhǔjué.,She plays the lead role in this movie.,2025-05-11,0,0,0,
D002280,不堪,bù kān,bu4 kan1,Adjective,Expression,Rare,Unbearable or unable to endure; often used to describe a situation or condition.,这个天气热得不堪。,Zhège tiānqì rè de bùkān.,The weather is unbearably hot.,2025-05-11,0,0,0,
D002281,不堪,bù kān,bu4 kan1,Verb,Expression,Rare,Cannot bear or withstand; used to indicate something that is beyond one's capacity.,他不堪压力，终于崩溃了。,"Tā bùkān yālì, zhōngyú bēngkuì le.",He couldn't bear the pressure and finally broke down.,2025-05-11,0,0,0,
D002282,入目,rù mù,ru4 mu4,Verb,Perception,Rare,To come into view or sight; to catch one's eye.,眼前的风景令人入目难忘。,Yǎnqián de fēngjǐng lìng rén rùmù nánwàng.,The scenery before our eyes is unforgettable.,2025-05-11,0,0,0,
D002283,剧,jù,ju4,Noun,Entertainment,Common,Drama; a theatrical play or show,我们昨晚去看了一场精彩的剧。,Wǒmen zuówǎn qù kànle yī chǎng jīngcǎi de jù.,We went to see an exciting play last night.,2025-05-11,0,0,0,
D002284,剧,jù,ju4,Noun,Literature,Common,A script or written dialogue for a play,这部剧的剧本写得非常好。,Zhè bù jù de jùběn xiě dé fēicháng hǎo.,The script of this play is very well written.,2025-05-11,0,0,0,
